,id,title,shiqu,area,price,avg,shitingwei,xiaoqu,cenggao,weizhi,jingjiren,总价,均价,面积
123,123,高端大社区，超低总价84万，现房新房，已经交后期,1,90.0,84,9333,2室2厅1卫,嘉森理想城,低层(共30层),南市长城南大街,独立经纪人－王培王培1年独立经纪人58同城认证商家,84.0,9333.0,90.0
124,124,莲池大街可贷款赠精装赠家电,1,53.0,60.2,11358,2室1厅1卫,枫林花溪,中层(共25层),南市莲池南大街,独立经纪人－张阳张阳1年独立经纪人58同城认证商家,60.2,11358.0,53.0
125,125,省医院附近高端小区精装2室带地上车位诚售,1,90.0,179.8,19977,2室2厅1卫,魅力东方,高层(共6层),南市红旗大街,独立经纪人－戚连茹戚连茹1年独立经纪人58同城认证商家,179.8,19977.0,90.0
126,126,首付23万省医院附近精装两室婚房部分家具,1,54.6,75.5,13827,2室2厅1卫,红星四号院,共4层,南市裕华东路,独立经纪人－张瑞张瑞1年独立经纪人58同城认证商家,75.5,13827.0,54.6
127,127,实际是82.72楼两室单价5800精装修,1,80.0,55,6875,2室1厅1卫,碧水新居,低层(共7层),南市建国西路,独立经纪人－吴梦珮吴梦珮1年独立经纪人58同城认证商家,55.0,6875.0,80.0
128,128,蓝湖郡。朝阳路高速口附近。长城公司斜对面。交通便,1,112.5,133,11822,3室2厅1卫,蓝湖郡,中层(共30层),南市朝阳南大街,独立经纪人－张杰张杰1年独立经纪人58同城认证商家,133.0,11822.0,112.5
129,129,八中建华小区旁运输宿舍一楼带60平米小院,1,92.0,118,12826,3室2厅1卫,运输一公司宿舍,低层(共7层),南市建华大街,独立经纪人－左秀芳左秀芳2年独立经纪人58同城认证商家,118.0,12826.0,92.0
130,130,裕丰三期两室首付35万老本，户型好4楼精装,1,85.18,115,13500,2室2厅1卫,裕丰三期,中层(共6层),南市利民街,独立经纪人－刘倩刘倩1年独立经纪人58同城认证商家,115.0,13500.0,85.18
131,131,首付9万东风公园大润发四楼两居房主诚心急,1,54.0,58,10740,2室1厅1卫,长城南大街210号院,共4层,南市长城南大街,独立经纪人－王腾王腾1年独立经纪人58同城认证商家,58.0,10740.0,54.0
132,132,先锋机械厂宿舍两室一厅户型方正南北通透价,1,61.0,71,11639,2室1厅1卫,先锋机械厂宿舍,共5层,南市乐凯南大街,保定民生房产－张继超张继超1年保定民生房产58同城认证商家,71.0,11639.0,61.0
133,133,裕华路省医院附近多层瓷砖房2楼2室市民宿舍四中宿,1,61.0,86,14098,2室1厅1卫,市民宿舍,低层(共6层),南市裕华东路79号,独立经纪人－张庆瑞张庆瑞1年独立经纪人58同城认证商家,86.0,14098.0,61.0
134,134,放心置业在华中军校省医院附近东部风景两居室楼龄新,1,75.65,112,14805,2室2厅1卫,东部风景,高层(共6层),南市玉兰大街373号,经纪人－杨康杨康1年58同城认证商家,112.0,14805.0,75.65
135,135,南市区，深安智谷对面，橙市阳光,1,120.0,80,6666,3室2厅2卫,橙市阳光,中层(共24层),南市东二环路,独立经纪人－储晋康储晋康1年独立经纪人58同城认证商家,80.0,6666.0,120.0
136,136,急售正规新民居翠景小镇房主急售92平精装修送全家,1,80.0,67,8375,2室2厅1卫,翠景小镇,高层(共18层),南市太行路,独立经纪人－王灵利王灵利1年独立经纪人58同城认证商家,67.0,8375.0,80.0
137,137,省医院宿舍3楼楼层好首付24万老本带小房,1,64.0,76,11875,2室2厅1卫,邮电宿舍(裕华东路),共5层,南市裕华东路,独立经纪人－陈培培陈培培1年独立经纪人58同城认证商家,76.0,11875.0,64.0
138,138,未来紫金府可贷款93万，超低首付，单价16300,1,118.0,193,16355,3室2厅2卫,未来紫金府,低层(共32层),"南市七一路,近东三环路",独立经纪人－于倩于倩1年独立经纪人58同城认证商家,193.0,16355.0,118.0
139,139,首付20万三居室涂料房中间楼层精装修,1,92.0,100,10869,3室1厅1卫,西街小区,高层(共6层),南市莲池南大街,独立经纪人－于倩于倩1年独立经纪人58同城认证商家,100.0,10869.0,92.0
140,140,秀兰物业裕丰新区三期三室两厅中间楼层精装修,1,107.0,150,14018,3室2厅1卫,裕丰三期,中层(共17层),南市利民街,独立经纪人－孟庆敏孟庆敏1年独立经纪人58同城认证商家,150.0,14018.0,107.0
141,141,军校广场标准南北三室首付15万有门卫烟厂宿舍红阳,1,74.0,78.8,10648,3室1厅1卫,红阳小区,高层(共6层),南市红阳大街525号,独立经纪人－翟羽佳翟羽佳1年独立经纪人58同城认证商家,78.8,10648.0,74.0
142,142,省医院对面一楼一楼精装婚房金叶小区红星小区市民宿,1,51.0,68.5,13431,2室2厅1卫,金叶小区,低层(共6层),南市裕华东路,独立经纪人－翟羽佳翟羽佳1年独立经纪人58同城认证商家,68.5,13431.0,51.0
143,143,南市区秀兰家园小区老本精装修户型好看房方,1,129.0,173,13410,3室2厅1卫,秀兰家园,中层(共6层),南市天威东路,独立经纪人－韦胜凯韦胜凯2年独立经纪人58同城认证商家,173.0,13410.0,129.0
144,144,深安智谷旁东部大盘荷香别院均价5000元,1,108.0,65,6018,2室2厅2卫,东城国际,低层(共7层),南市天威东路,独立经纪人－张烨张烨1年独立经纪人58同城认证商家,65.0,6018.0,108.0
145,145,放心置业在华中首付23万方正两居室南北通透,1,113.0,119,10530,2室2厅1卫,罐头厂宿舍,低层(共6层),南市玉兰大街,独立经纪人－刘晓丽刘晓丽1年独立经纪人58同城认证商家,119.0,10530.0,113.0
146,146,急售长城大街保定一中旁市区底价大产贷款公积,1,91.0,91,10000,2室2厅1卫,悦水澜庭,中层(共23层),南市长城南大街,独立经纪人－小悦小悦1年独立经纪人58同城认证商家,91.0,10000.0,91.0
147,147,急售长城附近天马小区首付35万皇金3楼精装标准2,1,103.1,128,12415,2室2厅1卫,天马小区,中层(共6层),南市利民街379号,独立经纪人－戎海军戎海军1年独立经纪人58同城认证商家,128.0,12415.0,103.1
148,148,现房两室两厅南北通透大产权可贷款小高层,1,94.87,92,9697,2室2厅1卫,裕丰家园三期,低层(共11层),南市南市区位于南市区利民路西侧,独立经纪人－骆金伟骆金伟1年独立经纪人58同城认证商家,92.0,9697.0,94.87
149,149,绿城力作春风满城特色小镇四合院温泉入户可回,1,116.0,210,18103,3室2厅2卫,绿城小镇,共2层,南市东二环路,独立经纪人－张璨张璨1年独立经纪人58同城认证商家,210.0,18103.0,116.0
150,150,嘉森理想城3室带车库,1,94.0,85,9042,3室2厅2卫,嘉森理想城,低层(共24层),南市长城南大街,经纪人－刘海涛刘海涛4年58同城认证商家,85.0,9042.0,94.0
151,151,嘉森理想城，一楼，200平，大三居，采光好，楼前,1,117.0,135,11538,3室2厅2卫,嘉森理想城,低层(共25层),南市长城南大街,独立经纪人－廉超廉超1年独立经纪人58同城认证商家,135.0,11538.0,117.0
152,152,朋友的房子诚心出售市一中泰和福地水岸二期新,1,85.0,87,10235,2室2厅1卫,泰和福地水岸,中层(共18层),南市三丰东路,独立经纪人－李伟倩李伟倩1年独立经纪人58同城认证商家,87.0,10235.0,85.0
153,153,省医院附近首付18万标准南北通透两居室精,1,40.0,59,14750,2室2厅1卫,二机床厂宿舍,低层(共6层),南市裕华东路,独立经纪人－和海峰和海峰1年独立经纪人58同城认证商家,59.0,14750.0,40.0
154,154,仙庭湖畔温泉入户电梯洋房小高均有均价500,1,90.0,48,5333,2室2厅1卫,高铁新城,中层(共7层),南市,经纪人－菅士雄菅士雄1年58同城认证商家,48.0,5333.0,90.0
155,155,首付29万豪华三室裕华路市中心精装修双气入户带全,1,95.0,132,13894,3室2厅1卫,市民宿舍,中层(共7层),南市裕华东路79号,保定华中置业－张强张强3年保定华中置业58同城认证商家,132.0,13894.0,95.0
156,156,首付不到30嘉森理想城裕丰新区一中附近涂料房南大,1,92.0,95.6,10391,3室2厅1卫,西街小区,高层(共6层),南市莲池南大街,经纪人－杨康杨康1年58同城认证商家,95.6,10391.0,92.0
157,157,泰和福地水岸房主出国急售！单价7000急售！急售,1,89.0,105,11797,2室2厅1卫,泰和福地水岸,中层(共28层),南市三丰东路,经纪人－刘海涛刘海涛4年58同城认证商家,105.0,11797.0,89.0
158,158,首付20万。老本，带小房，第二干休所，军部单位房,1,74.0,95,12837,2室2厅1卫,植保所宿舍,共4层,南市东关大街,独立经纪人－张澈张澈2年独立经纪人58同城认证商家,95.0,12837.0,74.0
159,159,省医院东风公园附近，精装一楼，三室，红星小区送小,1,70.0,74,10571,3室1厅1卫,红星小区,低层(共7层),南市东关大街,华中置业－张哲张哲6年华中置业58同城认证商家,74.0,10571.0,70.0
160,160,内部认购，养老好地方。仙庭湖畔西侧荷塘月色，新民,1,90.0,44,4888,2室2厅1卫,荷塘月色,中层(共7层),南市,独立经纪人－耿海明耿海明1年独立经纪人58同城认证商家,44.0,4888.0,90.0
161,161,放心置业在华中红阳小区紧邻军校广场裕华路省医院,1,135.0,190,14074,3室2厅2卫,红阳小区,中层(共6层),南市红阳大街525号,经纪人－郭文龙郭文龙1年58同城认证商家,190.0,14074.0,135.0
162,162,急售二楼精装婚房南北通透市中心瓷砖房县小学校,1,61.0,97.8,16032,2室1厅1卫,裕华园,低层(共6层),南市莲池南大街,独立经纪人－王焕王焕1年独立经纪人58同城认证商家,97.8,16032.0,61.0
163,163,秀兰裕丰新区单价低五证齐全现房一室一厅可随时看房,1,49.3,57,11561,1室1厅1卫,秀兰裕丰新区,中层(共33层),南市三丰中路,独立经纪人－孔伟峰孔伟峰1年独立经纪人58同城认证商家,57.0,11561.0,49.3
164,164,放心置业在华中首付23万方正两居室南北通透,1,113.0,119,10530,2室2厅1卫,罐头厂宿舍,低层(共6层),南市玉兰大街,独立经纪人－刘晓丽刘晓丽1年独立经纪人58同城认证商家,119.0,10530.0,113.0
165,165,急售长城大街保定一中旁市区底价大产贷款公积,1,91.0,91,10000,2室2厅1卫,悦水澜庭,中层(共23层),南市长城南大街,独立经纪人－小悦小悦1年独立经纪人58同城认证商家,91.0,10000.0,91.0
166,166,现房两室两厅南北通透大产权可贷款小高层,1,94.87,92,9697,2室2厅1卫,裕丰家园三期,低层(共11层),南市南市区位于南市区利民路西侧,独立经纪人－骆金伟骆金伟1年独立经纪人58同城认证商家,92.0,9697.0,94.87
167,167,农大附近瓷砖房首付超低标准户型落地飘窗看房随,1,90.0,92,10222,2室2厅1卫,天马小区,高层(共6层),南市利民街379号,经纪人－袁珍袁珍1年58同城认证商家,92.0,10222.0,90.0
168,168,出售金叶小区两室一厅精装修2楼32万一次性,1,41.0,35,8536,2室1厅1卫,金叶小区,低层(共6层),南市裕华东路,经纪人－史亚丽史亚丽1年58同城认证商家,35.0,8536.0,41.0
169,169,军校广场省医院宿舍南北通透标准户型房主急售教委宿,1,91.0,113,12417,2室2厅1卫,省医院宿舍(普庆路),高层(共6层),南市普庆路131号,独立经纪人－戎海军戎海军1年独立经纪人58同城认证商家,113.0,12417.0,91.0
170,170,价格86万太便宜了都不让登出来了蓝湖郡准现,1,92.53,100,10807,2室2厅1卫,蓝湖郡,高层(共30层),南市朝阳南大街,独立经纪人－吴梦珮吴梦珮1年独立经纪人58同城认证商家,100.0,10807.0,92.53
171,171,农大附近！联盟西路小学、八中铁片！！外观涂料！有,1,74.0,98,13243,2室2厅1卫,建园小区,高层(共6层),南市农大西巷,独立经纪人－赵艳娟赵艳娟2年独立经纪人58同城认证商家,98.0,13243.0,74.0
172,172,急售3楼标准2室军校广场客运中心东俪湾东郡绿岛,1,91.0,140,15384,2室2厅1卫,佰盛东俪湾,中层(共6层),南市天威东路1006号,独立经纪人－张庆瑞张庆瑞1年独立经纪人58同城认证商家,140.0,15384.0,91.0
173,173,蓝湖郡五证齐全现房南部大盘紧邻朝阳路首付25万起,1,88.0,89,10113,2室2厅1卫,蓝湖郡,中层(共25层),南市朝阳南大街,独立经纪人－张肖张肖2年独立经纪人58同城认证商家,89.0,10113.0,88.0
174,174,首付10万，精装修两居室市中心位置,1,59.0,67,11355,2室1厅1卫,金庄小区,共5层,南市史庄街233号,独立经纪人－于倩于倩1年独立经纪人58同城认证商家,67.0,11355.0,59.0
175,175,用钱急售裕华路涂料房首付40万大慈阁附近市民宿,1,95.0,128,13473,2室2厅1卫,市民宿舍,低层(共6层),南市裕华东路79号,经纪人－佟涛佟涛1年58同城认证商家,128.0,13473.0,95.0
176,176,客运中心附近新民居五里华都中间楼层包改名,1,90.0,75,8333,2室2厅1卫,五里华都,中层(共6层),南市长城南大街,独立经纪人－张龙张龙1年独立经纪人58同城认证商家,75.0,8333.0,90.0
177,177,省医院附近单价11000，涂料房，有门卫物业,1,48.0,56,11666,1室1厅1卫,雪香花园,高层(共6层),南市天威东路,独立经纪人－刘晶红刘晶红1年独立经纪人58同城认证商家,56.0,11666.0,48.0
178,178,农大附近单价超便宜瓷砖房裕丰三期天马小区世家郦园,1,86.0,115,13372,2室2厅1卫,裕丰三期,中层(共6层),南市利民街,独立经纪人－赵辉赵辉1年独立经纪人58同城认证商家,115.0,13372.0,86.0
179,179,军校广场附近东部风景落地窗三室精装首付60万带,1,120.0,178,14833,3室2厅1卫,东部风景,高层(共6层),南市玉兰大街373号,独立经纪人－陈培培陈培培1年独立经纪人58同城认证商家,178.0,14833.0,120.0
180,180,首付15万精装两室紧邻省医院周边配套齐全,1,51.0,72,14117,2室1厅1卫,金叶小区,共5层,南市裕华东路,经纪人－耿老多耿老多1年58同城认证商家,72.0,14117.0,51.0
181,181,急售长城附近天马小区首付35万皇金3楼精装标准2,1,103.1,128,12415,2室2厅1卫,天马小区,中层(共6层),南市利民街379号,独立经纪人－戎海军戎海军1年独立经纪人58同城认证商家,128.0,12415.0,103.1
182,182,放心置业在华中军校商圈省医院宿舍老本卫生,1,90.76,113,12450,2室2厅1卫,省医院宿舍(普庆路),高层(共6层),南市普庆路131号,经纪人－安泽安泽1年58同城认证商家,113.0,12450.0,90.76
183,183,急售3楼标准2室军校广场客运中心东俪湾东郡绿岛,1,91.0,140,15384,2室2厅1卫,佰盛东俪湾,中层(共6层),南市天威东路1006号,独立经纪人－刘满生刘满生2年独立经纪人58同城认证商家,140.0,15384.0,91.0
184,184,价格86万太便宜了都不让登出来了蓝湖郡准现,1,92.53,100,10807,2室2厅1卫,蓝湖郡,高层(共30层),南市朝阳南大街,独立经纪人－吴梦珮吴梦珮1年独立经纪人58同城认证商家,100.0,10807.0,92.53
185,185,客运中心附近瓷砖房3楼，户型方正带地下室,1,91.0,143,15714,2室2厅1卫,佰盛东俪湾,中层(共6层),南市天威东路1006号,经纪人－姚红娟姚红娟1年58同城认证商家,143.0,15714.0,91.0
186,186,军校广场省医院宿舍两室南北环境好首付35万,1,92.0,116,12608,2室2厅1卫,省医院宿舍(普庆路),高层(共6层),南市普庆路131号,独立经纪人－陈培培陈培培1年独立经纪人58同城认证商家,116.0,12608.0,92.0
187,187,东俪湾本小区便宜的一套中间楼层紧邻客运中心小区新,1,90.5,142,15690,2室2厅1卫,佰盛东俪湾,中层(共6层),南市天威东路1006号,独立经纪人－李胜杰李胜杰1年独立经纪人58同城认证商家,142.0,15690.0,90.5
188,188,客运中心东俪湾三楼三楼精装两室带地下室东郡绿岛东,1,90.5,141.8,15668,2室2厅1卫,佰盛东俪湾,中层(共6层),南市天威东路1006号,经纪人－李亚风李亚风2年58同城认证商家,141.8,15668.0,90.5
189,189,省医院附近，2楼，通透两室，标准户型，老本，双气,1,94.0,128,13617,2室2厅1卫,市民宿舍,低层(共6层),南市裕华东路79号,独立经纪人－杨彩欣杨彩欣1年独立经纪人58同城认证商家,128.0,13617.0,94.0
190,190,绿城力作春风满城特色小镇四合院温泉入户可回,1,116.0,210,18103,3室2厅2卫,绿城小镇,共2层,南市东二环路,独立经纪人－张璨张璨1年独立经纪人58同城认证商家,210.0,18103.0,116.0
