,id,title,shiqu,area,price,avg,shitingwei,xiaoqu,cenggao,weizhi,jingjiren,总价,均价,面积
5818,5818,监Yu宿舍，实用三室两厅，阳面客厅，实际面积大，,2,97.0,129.8,13381,3室2厅1卫,监狱宿舍北区,高层(共6层),新市七一东路439号,独立经纪人－杨彩欣杨彩欣1年独立经纪人58同城认证商家,129.8,13381.0,97.0
5819,5819,河北小学十三中，小高层，名人国际，随时看房，单价,2,173.8,285,16398,3室2厅2卫,名人国际(公寓),中层(共12层),新市恒祥北大街1101号,经纪人－李小辉李小辉1年58同城认证商家,285.0,16398.0,173.8
5820,5820,首付45万，实用三居，南北通透，三楼，爱民小学，,2,106.7,140,13120,3室2厅1卫,怡康园,中层(共6层),新市盛兴中路,经纪人－李小辉李小辉1年58同城认证商家,140.0,13120.0,106.7
5821,5821,富昌园首付20万精装修一楼一楼带院子精装修随时看,2,75.0,85,11333,2室2厅1卫,富昌园,低层(共6层),新市乐凯南大街,华中置业－邱素秋邱素秋1年华中置业58同城认证商家,85.0,11333.0,75.0
5822,5822,华中大盘首开五证齐全超低首付11万写字楼lo,2,54.0,45,8333,1室1厅1卫,假日云鼎,中层(共13层),新市西二环,独立经纪人－袁彩霞袁彩霞1年独立经纪人58同城认证商家,45.0,8333.0,54.0
5823,5823,花园里大社区户型好南北通透价格低看房方,2,86.0,103,11976,2室2厅1卫,花园里兰园,高层(共6层),新市向阳南大街,经纪人－勾红春勾红春2年58同城认证商家,103.0,11976.0,86.0
5824,5824,秀兰城市绿洲3室小高层首付30万双阳面,2,78.09,110,14086,3室1厅1卫,秀兰城市绿洲,低层(共13层),新市隆兴中路,独立经纪人－英培迪英培迪1年独立经纪人58同城认证商家,110.0,14086.0,78.09
5825,5825,保定豪宅典范k2玉兰湾剩余房源有限选房进行中,2,92.0,150,16304,4室2厅2卫,K2玉兰湾,低层(共16层),"新市阳光北大街,近恒滨路",独立经纪人－何金坤何金坤2年独立经纪人58同城认证商家,150.0,16304.0,92.0
5826,5826,富昌园1层两室一厅74平中装修75平86万,2,75.0,86,11466,2室1厅1卫,富昌园,低层(共6层),新市乐凯南大街,独立经纪人－李峥嵘李峥嵘1年独立经纪人58同城认证商家,86.0,11466.0,75.0
5827,5827,火车站附近铁路房舍3层1室1厅1卫精装修婚房老本,2,48.0,64,13333,2室1厅1卫,铁路十二房舍,中层(共6层),新市百花路,独立经纪人－张红霞张红霞1年独立经纪人58同城认证商家,64.0,13333.0,48.0
5828,5828,火车站公积金电业局宿舍一层小院2/1/1精装修老,2,70.0,91,13000,2室1厅1卫,铁塔社区,低层(共6层),新市五四中路1758号,独立经纪人－张红霞张红霞1年独立经纪人58同城认证商家,91.0,13000.0,70.0
5829,5829,放心置业在华中富祥小区精装两室一厅婚房送全新,2,55.0,75,13636,2室1厅1卫,富祥小区,共5层,新市富昌路306号,华中置业－赵纪东赵纪东1年华中置业58同城认证商家,75.0,13636.0,55.0
5830,5830,火车站附近勘察院总院瓷砖房一层带小院3/2/2精,2,138.0,205,14855,3室2厅2卫,勘察研究总院宿舍中区,低层(共6层),新市阳光北大街,独立经纪人－张红霞张红霞1年独立经纪人58同城认证商家,205.0,14855.0,138.0
5831,5831,急售万和城双阳两居室房主给过户中间楼层,2,89.0,130,14606,2室2厅1卫,万和城B区,低层(共33层),新市乐凯北大街,独立经纪人－梁创梁创1年独立经纪人58同城认证商家,130.0,14606.0,89.0
5832,5832,高新区保广超市旁，八一乐凯片区，三室一厅，中间楼,2,109.0,136.8,12550,3室2厅1卫,电业小区,中层(共6层),新市风帆路855号,独立经纪人－王丹王丹1年独立经纪人58同城认证商家,136.8,12550.0,109.0
5833,5833,临近植物园，绿溪谷，绿化率高,2,87.0,96,11034,2室2厅1卫,朝阳首府,中层(共27层),新市朝阳北大街,独立经纪人－史丽敏史丽敏2年独立经纪人58同城认证商家,96.0,11034.0,87.0
5834,5834,高开区总工会核心位置实用两室双阳台随时看房,2,69.0,76,11014,2室2厅1卫,如意园,高层(共6层),新市向阳北大街888号,独立经纪人－文帅文帅1年独立经纪人58同城认证商家,76.0,11014.0,69.0
5835,5835,北国附近涂料房精装看房方便有钥匙可贷款,2,74.0,108,14594,2室2厅1卫,污水处理厂宿舍,中层(共6层),新市天鹅中路,华中置业－杨泽杨泽3年华中置业58同城认证商家,108.0,14594.0,74.0
5836,5836,适合刚需12000起大三室首付30捡漏啦,2,125.0,167,13360,3室2厅2卫,城市印象,中层(共33层),新市创业街,独立经纪人－冉兴旺冉兴旺1年独立经纪人58同城认证商家,167.0,13360.0,125.0
5837,5837,新市区假日雅典城户型好老本看房方便物业,2,136.86,205,14978,3室2厅2卫,假日雅典城,高层(共33层),新市阳光北大街,经纪人－杨梦新杨梦新1年58同城认证商家,205.0,14978.0,136.86
5838,5838,住宅价格商铺内部认购几天内部认购几天价格优,2,63.0,120,19047,2室1厅1卫,朝阳首府,共3层,新市朝阳北大街,经纪人－周江焕周江焕1年58同城认证商家,120.0,19047.0,63.0
5839,5839,植物园K2玉兰湾八一学校高价绿植尊贵小区,2,90.0,121,13444,2室2厅1卫,K2玉兰湾,中层(共28层),"新市阳光北大街,近恒滨路",独立经纪人－杨海云杨海云1年独立经纪人58同城认证商家,121.0,13444.0,90.0
5840,5840,放心置业在华中首付50万单价9000阳光佳苑花,2,151.08,150,9928,3室2厅2卫,市场中心宿舍,高层(共6层),新市向阳南大街1005号,独立经纪人－井少华井少华1年独立经纪人58同城认证商家,150.0,9928.0,151.08
5841,5841,植物园旁阳光盛景小高层老本可贷款110平仅,2,110.0,160,14545,2室2厅1卫,阳光盛景,中层(共20层),新市北三环路,独立经纪人－张颖超张颖超1年独立经纪人58同城认证商家,160.0,14545.0,110.0
5842,5842,首付仅需14万南北通透精装两室富昌园保泵,2,73.35,85,11588,2室2厅1卫,富昌园,高层(共6层),新市乐凯南大街,独立经纪人－刘晓欢刘晓欢2年独立经纪人58同城认证商家,85.0,11588.0,73.35
5843,5843,乐凯中学名校北基地单价13000南北通透2,2,57.98,75,12935,2室2厅1卫,北基地小区,共5层,新市五四西路,保定华中置业－曹满曹满2年保定华中置业58同城认证商家,75.0,12935.0,57.98
5844,5844,保定北部首付约48得一楼带大院的瓷砖房,2,104.0,149.8,14403,2室2厅1卫,鹏辉家园,低层(共7层),新市向阳大街,经纪人－姚红娟姚红娟1年58同城认证商家,149.8,14403.0,104.0
5845,5845,回购返利百分之十六北部低碳新城秀兰时代广场,2,55.0,67,12181,1室1厅1卫,秀兰u100,中层(共29层),"新市朝阳大街,近北三环",经纪人－贾丽惠贾丽惠1年58同城认证商家,67.0,12181.0,55.0
5846,5846,高开区总工会核心位置实用两室双阳台随时看房,2,68.3,76.8,11244,2室1厅1卫,如意园,高层(共6层),新市向阳北大街888号,独立经纪人－刘晓丽刘晓丽1年独立经纪人58同城认证商家,76.8,11244.0,68.3
5847,5847,玉兰花园紫郡竞秀公园旁《绿城集团》打造豪宅项,2,119.88,147,12262,3室2厅2卫,紫郡,高层(共33层),新市七一路,独立经纪人－潘聪潘聪1年独立经纪人58同城认证商家,147.0,12262.0,119.88
5848,5848,房主急售首付十四万精装两居室3楼59W,2,46.0,59,12826,2室1厅1卫,市第一医院宿舍,共5层,新市百花东路,经纪人－曹山龙曹山龙3年58同城认证商家,59.0,12826.0,46.0
5849,5849,好消息苏提杭城天威路紧邻天威集团大产权现,2,63.0,79,12539,1室1厅1卫,苏堤杭城,中层(共33层),新市天威西路,独立经纪人－王芳王芳1年独立经纪人58同城认证商家,79.0,12539.0,63.0
5850,5850,保定和院低碳新城北三环北民生开发220亩,2,95.0,88,9263,2室2厅1卫,昭华锦城A区,高层(共22层),新市朝阳北大街,独立经纪人－王芳王芳1年独立经纪人58同城认证商家,88.0,9263.0,95.0
5851,5851,金迪花园2楼单价1.3万涂料房不临不把,2,126.0,168,13333,3室2厅1卫,金迪花园,低层(共6层),新市复兴西路,独立经纪人－徐超徐超1年独立经纪人58同城认证商家,168.0,13333.0,126.0
5852,5852,电梯入户花园洋房高铁西站西客运站旁现房出售,2,96.0,44,4583,2室2厅1卫,银杏庄园,中层(共11层),新市,独立经纪人－小悦小悦1年独立经纪人58同城认证商家,44.0,4583.0,96.0
5853,5853,急售五一九附近精装2室保硕宿舍首付低随时,2,50.0,72,14400,2室1厅1卫,宝硕集团宿舍,高层(共6层),新市乐凯北大街,独立经纪人－刘洪运刘洪运1年独立经纪人58同城认证商家,72.0,14400.0,50.0
5854,5854,放心置业在华中雅典城三室两厅老本双气抄底价,2,136.86,207,15124,3室2厅2卫,假日雅典城,高层(共33层),新市阳光北大街,华中置业－赵纪东赵纪东1年华中置业58同城认证商家,207.0,15124.0,136.86
5855,5855,电谷酒店旁城市印象高端品质社区五证全高新,2,133.0,162,12180,3室2厅2卫,城市印象,中层(共33层),新市创业街,独立经纪人－经纪人128经纪人1283年独立经纪人58同城认证商家,162.0,12180.0,133.0
5856,5856,华中假日丽城高端小区3室2厅1卫华中品质复兴,2,118.0,140,11864,3室2厅1卫,华中假日丽城,中层(共33层),新市乐凯北大街,独立经纪人－贾静娟贾静娟2年独立经纪人58同城认证商家,140.0,11864.0,118.0
5857,5857,建安三公司宿舍瓷砖房南北两居室四楼好户型,2,86.0,120,13953,2室2厅1卫,建安三公司宿舍,中层(共7层),新市阳光北大街,华中置业－姜艳垒姜艳垒5年华中置业58同城认证商家,120.0,13953.0,86.0
5858,5858,二十六中附近电力职大富昌园康欣园南北通透精装带小,2,67.0,86,12835,2室2厅1卫,河北电力职工大学宿舍,共1层,新市乐凯南大街843号,独立经纪人－耿贞杰耿贞杰1年独立经纪人58同城认证商家,86.0,12835.0,67.0
5859,5859,＜真实房原＞爱民社区涂料房南北通透两室钥匙在手随,2,70.0,82,11714,2室1厅1卫,爱民社区,高层(共6层),新市七一中路,华中置业－马硕马硕1年华中置业58同城认证商家,82.0,11714.0,70.0
5860,5860,放心置业在华中农专西院中间楼层茂业万博附近大社,2,68.05,78,11462,2室1厅1卫,农专宿舍,共1层,新市朝阳南大街,独立经纪人－刘满生刘满生2年独立经纪人58同城认证商家,78.0,11462.0,68.05
5861,5861,急售中央枫景首付40万2室2厅户型好单价,2,95.0,132,13894,2室2厅1卫,中央峰景,高层(共33层),新市阳光北大街,独立经纪人－刘满生刘满生2年独立经纪人58同城认证商家,132.0,13894.0,95.0
5862,5862,槐茂小区精装修标准三室带地下室怡园小区盛兴园政府,2,132.0,144,10909,3室2厅1卫,槐茂家园,共1层,新市廉良街,独立经纪人－刘满生刘满生2年独立经纪人58同城认证商家,144.0,10909.0,132.0
5863,5863,首付十几万北海超低单价远离雾霾,2,116.0,40,3448,3室2厅1卫,蓝湾华府,中层(共18层),新市,经纪人－马茜马茜1年58同城认证商家,40.0,3448.0,116.0
5864,5864,紧邻植物园绿溪谷90至122平全国百强开发商入驻,2,109.0,196,17981,3室2厅1卫,K2玉兰湾,中层(共33层),"新市阳光北大街,近恒滨路",经纪人－马茜马茜1年58同城认证商家,196.0,17981.0,109.0
5865,5865,高新区小学茗畅园竞秀小区两室76.7平米95万南,2,76.7,95,12385,2室1厅1卫,竞秀小区,高层(共6层),新市茗园路222号,保定民生房产－杨倩杨倩3年保定民生房产58同城认证商家,95.0,12385.0,76.7
5866,5866,绿都！业主急用钱急售！,2,120.0,150,12500,3室2厅1卫,绿都皇城,中层(共33层),新市隆兴中路,独立经纪人－张玲张玲1年独立经纪人58同城认证商家,150.0,12500.0,120.0
5867,5867,东风路上中心地段，楼层好，精装修，大产权，可贷款,2,92.9,145,15608,2室2厅1卫,中央峰景,低层(共22层),新市阳光北大街,独立经纪人－冀俊青冀俊青1年独立经纪人58同城认证商家,145.0,15608.0,92.9
5868,5868,公安局宿舍南北两居室精装修直接住可贷款不,2,80.0,108,13500,2室2厅1卫,公安东风小区,中层(共6层),新市东风中路,华中置业－姜艳垒姜艳垒5年华中置业58同城认证商家,108.0,13500.0,80.0
5869,5869,中央峰景单价13500精装婚房两室两厅首付28万,2,93.0,125,13440,2室2厅1卫,中央峰景,中层(共23层),新市阳光北大街,华中置业－文乾文乾1年华中置业58同城认证商家,125.0,13440.0,93.0
5870,5870,新市区朝阳商圈仁和公寓，地理位置好，房龄新，紧邻,2,77.27,109,14106,2室2厅1卫,仁和公寓,高层(共25层),新市东风中路,华中置业－王忠雪王忠雪1年华中置业58同城认证商家,109.0,14106.0,77.27
5871,5871,精装2楼，你还在等啥呢，首付只需18万，全部品牌,2,55,74.5,13545,2室1厅1卫,富祥小区,,新市富昌路306号,独立经纪人－耿巧玲耿巧玲1年独立经纪人58同城认证商家,74.5,13545.0,55.0
5872,5872,不限购不限代万和春天LOFT小跃层挑高5.4米,2,55.0,71.5,13000,2室2厅1卫,万和春天,中层(共25层),"新市七一西路,近西二环",独立经纪人－杨娜杨娜1年独立经纪人58同城认证商家,71.5,13000.0,55.0
5873,5873,仁和公寓电梯房两居室首付37万市中心地带新小区,2,77.27,110,14235,2室1厅1卫,仁和公寓,高层(共25层),新市东风中路,独立经纪人－于娇于娇1年独立经纪人58同城认证商家,110.0,14235.0,77.27
5874,5874,急售！首付21万！保百购物家园瓷砖房南北通透老本,2,60.0,82.8,13800,2室1厅1卫,天威北社区,高层(共6层),新市天威北路2359号,独立经纪人－陈涛陈涛1年独立经纪人58同城认证商家,82.8,13800.0,60.0
5875,5875,秀兰新政策力挺购房者买房我们不止做房产还传,2,109.0,148,13577,3室2厅2卫,秀兰花漫里,中层(共17层),新市凯兴街,经纪人－李冬李冬1年58同城认证商家,148.0,13577.0,109.0
5876,5876,放心置业在华中，首付36万，涂料房，四楼，带小房,2,80.0,109,13625,2室2厅1卫,公安东风小区,中层(共6层),新市东风中路,华中置业－张荣昆张荣昆1年华中置业58同城认证商家,109.0,13625.0,80.0
5877,5877,首付三成丽景溪城精装三居老本可贷款拎包,2,132.78,215,16192,3室2厅2卫,卓正丽景溪城,中层(共12层),新市盛兴西路,独立经纪人－宋春雪宋春雪5年独立经纪人58同城认证商家,215.0,16192.0,132.78
5878,5878,百花附近中央峰景2居室简装双阳面可贷款,2,92.0,132,14347,2室2厅1卫,中央峰景,高层(共33层),新市阳光北大街,独立经纪人－刘红利刘红利1年独立经纪人58同城认证商家,132.0,14347.0,92.0
5879,5879,放心置业在华中万博附近二五二附近公安局附近电梯高,2,78.0,108,13846,2室2厅1卫,仁和公寓,高层(共26层),新市东风中路,华中置业－王维硕王维硕2年华中置业58同城认证商家,108.0,13846.0,78.0
5880,5880,放心置业在华中首付19万实用小三室双气带小房乐凯,2,58.0,75,12931,2室1厅1卫,棉麻宿舍,共4层,新市天威西路,华中置业－张道臣张道臣1年华中置业58同城认证商家,75.0,12931.0,58.0
5881,5881,放心置业在华中首付30万中央峰景，仁和公寓，时代,2,77.27,106,13718,2室2厅1卫,仁和公寓,中层(共23层),新市东风中路,独立经纪人－和云和云1年独立经纪人58同城认证商家,106.0,13718.0,77.27
5882,5882,秀兰新畿辅简装一室10年新房单价1.2万,2,46.0,58,12608,1室1厅1卫,秀兰新畿辅,低层(共35层),新市乐凯南大街,独立经纪人－任二亮任二亮2年独立经纪人58同城认证商家,58.0,12608.0,46.0
5883,5883,花园里大产权涂料房黄巾三楼南北通透宜居,2,123.0,160,13008,3室2厅1卫,花园里梅兰菊社区,中层(共6层),新市向阳南大街378号,独立经纪人－任二亮任二亮2年独立经纪人58同城认证商家,160.0,13008.0,123.0
5884,5884,竞秀公园市直机关一楼涂料房新市场小学乐凯中学铁片,2,60.0,86,14333,2室1厅1卫,市直机关宿舍一号区,低层(共6层),新市朝阳北大街,华中置业－李全威李全威1年华中置业58同城认证商家,86.0,14333.0,60.0
5885,5885,放心置业在华中东风中路仁和公寓精装南北两室电梯,2,78.0,108,13846,2室2厅1卫,仁和公寓,高层(共26层),新市东风中路,经纪人－孙超孙超1年58同城认证商家,108.0,13846.0,78.0
5886,5886,假日丽城A9区11层135.51超大楼间距可免,2,135.51,171,12618,3室2厅2卫,华中假日丽城,低层(共33层),新市乐凯北大街,独立经纪人－陈雷陈雷2年独立经纪人58同城认证商家,171.0,12618.0,135.51
5887,5887,保百购物家园康欣园商圈小高层精装两室首付30万,2,71.0,110,15492,2室1厅1卫,康欣园南区(DF座),高层(共18层),新市新市区天威西路南侧,独立经纪人－周超周超2年独立经纪人58同城认证商家,110.0,15492.0,71.0
5888,5888,朝阳首府大产权均价11500五证齐全房主急售,2,95.36,110,11535,2室2厅1卫,朝阳首府,,新市朝阳北大街,经纪人－郑红岩郑红岩1年58同城认证商家,110.0,11535.0,95.36
5889,5889,万和春天住宅区首付16万买两居20万买三居,2,90.0,81,9000,2室2厅1卫,万和春天,中层(共18层),"新市七一西路,近西二环",独立经纪人－韩立恩韩立恩1年独立经纪人58同城认证商家,81.0,9000.0,90.0
5890,5890,万和春天loft跃层公寓层高5米4首付8万,2,90.0,90,10000,4室2厅2卫,万和春天,中层(共15层),"新市七一西路,近西二环",独立经纪人－韩立恩韩立恩1年独立经纪人58同城认证商家,90.0,10000.0,90.0
5891,5891,丽景溪城卓正地产豪华装修错过就没,2,99.0,166.8,16848,2室2厅1卫,卓正丽景溪城,高层(共33层),新市盛兴西路,独立经纪人－王双双王双双1年独立经纪人58同城认证商家,166.8,16848.0,99.0
5892,5892,捡漏真的错过就没，雅典城单价1.4万,2,111.9,160,14298,2室2厅1卫,假日雅典城,高层(共33层),新市阳光北大街,独立经纪人－王双双王双双1年独立经纪人58同城认证商家,160.0,14298.0,111.9
5893,5893,繁华地段保百家园秀兰饭店旁精装小三室,2,64.0,98.8,15437,3室2厅1卫,秀兰新畿辅,中层(共30层),新市乐凯南大街,经纪人－张少华张少华1年58同城认证商家,98.8,15437.0,64.0
5894,5894,保广旁城市印象五证齐全首付分期两室40三室50,2,96.0,151,15729,2室2厅1卫,城市印象,中层(共33层),新市创业街,独立经纪人－冉少峰冉少峰1年独立经纪人58同城认证商家,151.0,15729.0,96.0
5895,5895,万和春天loft跃层，五证齐全不限购挑高5米4买,2,60.0,72,12000,4室2厅2卫,万和春天,中层(共15层),"新市七一西路,近西二环",独立经纪人－冉少峰冉少峰1年独立经纪人58同城认证商家,72.0,12000.0,60.0
5896,5896,假日丽城88.18平单价11700首付62,2,88.18,103.2,11703,2室2厅1卫,华中假日丽城,高层(共33层),新市乐凯北大街,独立经纪人－曹洪曹洪1年独立经纪人58同城认证商家,103.2,11703.0,88.18
5897,5897,华中假日丽城三居室南北通透超低首付81万急售,2,135.7,177,13043,3室2厅2卫,华中假日丽城,,新市乐凯北大街,经纪人－张健雄张健雄1年58同城认证商家,177.0,13043.0,135.7
5898,5898,假日丽城单价12500全包！！！,2,135.0,168.8,12503,3室2厅1卫,华中假日丽城,中层(共33层),新市乐凯北大街,经纪人－杨森杨森1年58同城认证商家,168.8,12503.0,135.0
5899,5899,万博首付25万物探勘察院铁塔社区电力局宿舍,2,70.0,92,13142,2室2厅1卫,铁塔社区,共4层,新市五四中路1758号,经纪人－韩小花韩小花1年58同城认证商家,92.0,13142.0,70.0
5900,5900,燃气公司宿舍2室4楼，老本可贷款，带地下室，水电,2,77.4,90,11627,2室2厅1卫,燃气公司宿舍,中层(共6层),新市向阳南大街636号,独立经纪人－戎海军戎海军1年独立经纪人58同城认证商家,90.0,11627.0,77.4
5901,5901,石油化工厂宿舍老本朝阳户型可圈小院随时看,2,68.7,90,13100,2室1厅1卫,石油化工厂建北生活区,低层(共6层),新市天鹅西路863号,独立经纪人－李帅李帅2年独立经纪人58同城认证商家,90.0,13100.0,68.7
5902,5902,盛兴西路604厂附近多层瓷砖房双气老本阳厅阳卧带,2,90.0,108.8,12088,2室2厅1卫,光明小区,高层(共6层),新市盛兴西路,保定华中置业－张少强张少强1年保定华中置业58同城认证商家,108.8,12088.0,90.0
5903,5903,化纤东区3层1.2万/平老本双气甩卖,2,84.0,103,12261,2室2厅1卫,化纤东生活区,中层(共6层),新市乐凯北大街821号,独立经纪人－网络部网络部1年独立经纪人58同城认证商家,103.0,12261.0,84.0
5904,5904,首付15万，精装小两室，实际面积大，老本，双气，,2,54.0,67.8,12555,2室1厅1卫,房管局宿舍,共5层,新市阳光北大街733号,独立经纪人－杨彩欣杨彩欣1年独立经纪人58同城认证商家,67.8,12555.0,54.0
5905,5905,放心置业在华中中央风景好地段两居室老本双气能贷款,2,90.18,132,14637,2室1厅1卫,中央峰景,高层(共27层),新市阳光北大街,华中置业－王小松王小松1年华中置业58同城认证商家,132.0,14637.0,90.18
5906,5906,秀兰康欣园北区大社区五楼南北通透两室老本首付3,2,83.0,101,12168,2室2厅1卫,秀兰康欣园北区,高层(共6层),新市天威西路,保定华中置业－杨赫杨赫1年保定华中置业58同城认证商家,101.0,12168.0,83.0
5907,5907,康欣园南区大社区四楼阳面客厅标准大三室精,2,130.0,168.9,12992,3室2厅2卫,秀兰康欣园南区,中层(共6层),新市天威西路,保定华中置业－杨赫杨赫1年保定华中置业58同城认证商家,168.9,12992.0,130.0
5908,5908,利民路轻工局宿舍南北通透标准户型老本可,2,99.0,86,8686,2室2厅1卫,轻工局宿舍,高层(共6层),新市利民路,独立经纪人－张龙张龙1年独立经纪人58同城认证商家,86.0,8686.0,99.0
5909,5909,放心置业在华中仁和公寓精装两室两厅南北通透,2,91.0,125,13736,2室2厅1卫,仁和公寓,低层(共32层),新市东风中路,华中置业－赵纪东赵纪东1年华中置业58同城认证商家,125.0,13736.0,91.0
5910,5910,房主急售，老本双气，南北通透，户型方正，首付25,2,68.0,82,12058,2室1厅1卫,棉纺厂宿舍,高层(共6层),新市东风西路,经纪人－刘玉卓刘玉卓1年58同城认证商家,82.0,12058.0,68.0
5911,5911,秀兰大社区中层精装两室老本带全家电给钱就卖,2,79.4,89.88,11319,2室1厅1卫,秀兰康欣园北区,中层(共6层),新市天威西路,独立经纪人－李富裕李富裕1年独立经纪人58同城认证商家,89.88,11319.0,79.4
5912,5912,保广附近假日丽城单价12000房主包.过户,2,98.57,118,11971,2室2厅1卫,华中假日丽城,中层(共33层),新市乐凯北大街,独立经纪人－冯小凤冯小凤1年独立经纪人58同城认证商家,118.0,11971.0,98.57
5913,5913,福泉小区，一楼带院，南北通透精装修，西客运中心，,2,85.55,50,5844,2室2厅1卫,福泉小区,低层(共6层),新市隆兴西路,独立经纪人－王辉王辉1年独立经纪人58同城认证商家,50.0,5844.0,85.55
5914,5914,房主急出售，七一路阳光水岸超好楼层超好户型超,2,125.0,132,10560,3室2厅2卫,阳光水岸,高层(共30层),新市七一西路,独立经纪人－李亚丽李亚丽2年独立经纪人58同城认证商家,132.0,10560.0,125.0
5915,5915,房主忍痛割爱，玉兰花园乐凯中学新市场小学竞秀,2,135.45,165,12181,3室2厅2卫,玉兰花园,中层(共32层),新市,独立经纪人－李亚丽李亚丽2年独立经纪人58同城认证商家,165.0,12181.0,135.45
5916,5916,二十六富昌园电力职大附近首付20万3楼3楼单价1,2,75.0,80,10666,2室2厅1卫,河北电力职工大学宿舍,共5层,新市乐凯南大街843号,经纪人－吴春辉吴春辉2年58同城认证商家,80.0,10666.0,75.0
5917,5917,时代商厦附近涂料房南北通透户型单价1000的实验,2,86.0,88,10232,2室2厅1卫,康乐小区,高层(共6层),新市康乐路45号,经纪人－吴春辉吴春辉2年58同城认证商家,88.0,10232.0,86.0
5918,5918,时代商厦附近涂料房南北通透户型单价1000的实验,2,86.0,88,10232,2室2厅1卫,康乐小区,高层(共6层),新市康乐路45号,经纪人－吴春辉吴春辉2年58同城认证商家,88.0,10232.0,86.0
5919,5919,康欣园瓷砖房瓷砖房四楼南北通透户型房主急售,2,80.0,109,13625,2室2厅1卫,秀兰康欣园北区,中层(共6层),新市天威西路,经纪人－吴春辉吴春辉2年58同城认证商家,109.0,13625.0,80.0
5920,5920,中央峰景92.76平两居急售141万首付50万,2,92.76,142,15308,2室2厅1卫,中央峰景,低层(共30层),新市阳光北大街,独立经纪人－李红涛李红涛1年独立经纪人58同城认证商家,142.0,15308.0,92.76
5921,5921,苏堤杭城现房买了就可以装修入住首付只需26万,2,63.0,67.3,10682,1室1厅1卫,苏堤杭城,高层(共32层),新市天威西路,独立经纪人－杨丽敏杨丽敏1年独立经纪人58同城认证商家,67.3,10682.0,63.0
5922,5922,北部大盘阳光盛景现房黄金楼层精装修仅,2,143.0,150,10489,3室2厅2卫,阳光盛景,中层(共27层),新市北三环路,独立经纪人－王俊娜王俊娜1年独立经纪人58同城认证商家,150.0,10489.0,143.0
5923,5923,北师大学区直隶新城真实房源首付低可贷款,2,116.0,157,13534,3室2厅2卫,直隶新城,低层(共33层),新市乐凯北大街,独立经纪人－王俊娜王俊娜1年独立经纪人58同城认证商家,157.0,13534.0,116.0
5924,5924,诚心出售真实房源直隶新城大三室可贷款,2,136.0,186.5,13713,3室2厅2卫,直隶新城,高层(共32层),新市乐凯北大街,独立经纪人－王俊娜王俊娜1年独立经纪人58同城认证商家,186.5,13713.0,136.0
5925,5925,苏堤杭城徽派风格26万得大一室随时看房,2,63.0,78,12380,2室2厅1卫,苏堤杭城,中层(共33层),新市天威西路,独立经纪人－李康达李康达1年独立经纪人58同城认证商家,78.0,12380.0,63.0
5926,5926,新市保百购物家园天威小区旁苏堤杭城首付15,2,49.0,55,11224,1室2厅1卫,苏堤杭城,低层(共33层),新市天威西路,独立经纪人－李康达李康达1年独立经纪人58同城认证商家,55.0,11224.0,49.0
5927,5927,苏堤杭城首付26万天威路大产权现房！现房,2,63.0,49,7777,2室2厅1卫,苏堤杭城,低层(共33层),新市天威西路,独立经纪人－李康达李康达1年独立经纪人58同城认证商家,49.0,7777.0,63.0
5928,5928,苏堤杭城首付15万买了就能装修成熟片区现房,2,43.0,52,12093,1室1厅1卫,苏堤杭城,高层(共32层),新市天威西路,独立经纪人－李康达李康达1年独立经纪人58同城认证商家,52.0,12093.0,43.0
5929,5929,天威路大产权现房！现房苏堤杭城即买即住,2,138.0,160,11594,3室2厅1卫,苏堤杭城,低层(共33层),新市天威西路,独立经纪人－李康达李康达1年独立经纪人58同城认证商家,160.0,11594.0,138.0
5930,5930,苏堤杭城，天威西路徽派社区现房，首付三成南北通透,2,97.0,114,11752,2室2厅1卫,苏堤杭城,中层(共33层),新市天威西路,独立经纪人－李康达李康达1年独立经纪人58同城认证商家,114.0,11752.0,97.0
5931,5931,苏堤杭城徽派建筑重点学校首付18万装修入,2,49.0,58,11836,1室1厅1卫,苏堤杭城,中层(共30层),新市天威西路,独立经纪人－于飞飞于飞飞1年独立经纪人58同城认证商家,58.0,11836.0,49.0
5932,5932,康欣园南区，精装3室，3楼，带地下室，户型方正，,2,121.0,150,12396,3室2厅1卫,秀兰康欣园南区,中层(共6层),新市天威西路,独立经纪人－陈东东陈东东1年独立经纪人58同城认证商家,150.0,12396.0,121.0
5933,5933,放心置业在华中康欣园成熟大社区多层瓷砖房精装修看,2,97.0,150,15463,2室2厅1卫,秀兰康欣园南区,高层(共6层),新市天威西路,华中置业－王小松王小松1年华中置业58同城认证商家,150.0,15463.0,97.0
5934,5934,苏提杭城天威路紧邻天威集团大产权现房即,2,63.0,79,12539,1室1厅1卫,苏堤杭城,中层(共33层),新市天威西路,独立经纪人－刘宸垚刘宸垚1年独立经纪人58同城认证商家,79.0,12539.0,63.0
5935,5935,新市区盛兴西路光明小区大社区南北2室2厅老本双气,2,90.0,108,12000,2室2厅1卫,光明小区,高层(共6层),新市盛兴西路,独立经纪人－王端王端1年独立经纪人58同城认证商家,108.0,12000.0,90.0
5936,5936,环保局宿舍一楼带小房南北通透急售随时看房,2,73.0,91,12465,2室2厅1卫,环保局宿舍,低层(共7层),新市阳光南大街,独立经纪人－王端王端1年独立经纪人58同城认证商家,91.0,12465.0,73.0
