,id,shiqu,总价,均价,面积,小区,样本数量
584,11876.85714,4,43.08571429,8865.857143,48.17142857,巨微国际,7
691,8627.740741,3.074074074,81.03703704,8805.111111,92.97407407,明珠佳苑,27
845,1575.928571,1.071428571,83.29285714,8781.047619,96.65333333,泰和福地水岸,42
696,10048.8125,3.1875,90.284375,8772.125,102.678125,昭华锦城A区,32
1242,1764.777778,1,47.44444444,8644.666667,54.92111111,鑫丰近水庭院,9
24,10349.10345,3.310344828,46.9137931,8605.137931,54.65517241,万和公寓,29
568,8853.833333,3,75.08333333,8413.166667,89.525,尚达绿都,6
704,12256.3125,4,84.275,8386.5,101.1875,晨熙佳苑,16
555,11799.175,4,59.155,8302.225,69.97525,容大梦立方,40
75,612.625,1,90.05,8286.625,113.75,东城国际,8
764,11847.57143,4,51.65428571,8178.714286,62.83214286,梦立方,14
156,1651.410256,1,80.85897436,7975.025641,101.6761538,五里华都,39
535,4671.571429,2,79,7815.285714,101.1428571,学苑新城,7
886,8681.043478,3.043478261,45.53043478,7803.782609,58.60043478,炫彩SOHO,23
1357,1185.444444,1,60.16666667,7803.555556,79.44444444,黄庄小区,9
1351,9470.285714,3.142857143,89.71428571,7719,116.8114286,鲁岗辛新村小区,7
710,12512.56522,4,87.56521739,7684.73913,114.7826087,智慧谷,23
91,7969.285714,3,68.42857143,7614,90,东湖庄园B区,7
1346,10150.57143,3.428571429,66.14285714,7182.714286,92.66285714,高铁时代,7
354,12822.5,4,65.33333333,7160.166667,91.25,北部新城,6
791,2194.62963,1,72.53703704,7106.592593,101.6611111,橙市阳光,27
1153,12416.57447,4,70.04042553,6918.234043,101.3244681,蓝港国际,47
570,2217.461538,1,56.66153846,6845.923077,83.43076923,尧和宁苑,13
1099,1469.363636,1,88.90909091,6834.818182,127.1363636,美景东方,11
426,11966.14286,4,62.57142857,6812.571429,99.92857143,君佑大厦,7
1305,730.9285714,1,68.01428571,6749.714286,100.8571429,青青花园,14
1109,1213.714286,1,57.71428571,6591.142857,87,翠景小镇,7
891,6212.857143,2.285714286,113.8571429,6364.714286,168.2671429,熙源浅隐珊,7
784,8912.533333,3.066666667,29.70666667,6324,47.292,榜样公寓,15
874,5973.032258,2.161290323,49.94516129,6175.516129,82.12548387,溪岸花语,31
992,2131.538462,1.115384615,52.42192308,6162.230769,86.51307692,碧水新居,26
1198,10861.625,3.625,55.75,6085.375,91.575,赫达梅林,8
793,9857.666667,3,65.65,5972,109.38,欧韵新城,6
785,12547.71429,4,29.35714286,5928.142857,49.52,榜样堂,7
1304,8950.5,3,58.5,5906.166667,97.66666667,青青家园,6
993,5150.333333,2,49.83333333,5823.5,85.41666667,祝泽园小区,6
396,1568.764706,1,59.08823529,5737,103.9070588,博雅A区,17
786,11243.9,3.8,28.63,5517.8,51.911,榜样堂公寓,10
559,6094.818182,2.090909091,58.62636364,5216.090909,113.3245455,富景蓝湾,11
0,1883.857143,1,89.6,5164.214286,164.7142857,6英里小镇,14
1110,11769.08333,3.75,53.13333333,4912.833333,108.335,翰林学府,12
925,6214.428571,2.142857143,66.14285714,4909,131.1942857,生态新城,7
178,7102.916667,2.5,52.2875,4845.916667,107.5016667,仙庭湖畔,12
